loss,precision,recall,specificity,accuracy,AUROC
0.17998126754537225,0.7557082176208496,0.5508047323673964,0.9802592322230339,0.9335535638135736,0.9176218404627243
0.17998126754537225,0.7557082176208496,0.5508047323673964,0.9802592322230339,0.9335535638135736,0.9176218404627243
0.1631300845183432,0.7714472189545631,0.6078595016151667,0.9802781231701374,0.9391531155476468,0.9358993049645785
0.1631300845183432,0.7714472189545631,0.6078595016151667,0.9802781231701374,0.9391531155476468,0.9358993049645785
0.15126344561576843,0.7667382508516312,0.6149672791361809,0.9794771075248718,0.9406592402280878,0.9526365865976189
0.15126344561576843,0.7667382508516312,0.6149672791361809,0.9794771075248718,0.9406592402280878,0.9526365865976189
0.13670149678364396,0.7887850143015385,0.6300348304212093,0.9815281517803669,0.9461280800362831,0.9615875044294208
0.13670149678364396,0.7887850143015385,0.6300348304212093,0.9815281517803669,0.9461280800362831,0.9615875044294208
0.13092459039762616,0.7903051115572453,0.6765423472970724,0.9802020043134689,0.951087097066345,0.9645534725264301
0.13092459039762616,0.7903051115572453,0.6765423472970724,0.9802020043134689,0.951087097066345,0.9645534725264301
0.1274577216245234,0.7851641066372395,0.6818464137613773,0.9796363487839699,0.9509350139064493,0.9677168463081649
0.1274577216245234,0.7851641066372395,0.6818464137613773,0.9796363487839699,0.9509350139064493,0.9677168463081649
0.12026034528389573,0.7807028144598007,0.7529793418943882,0.9765316918492317,0.9559331595325247,0.9709443943761004
0.12026034528389573,0.7807028144598007,0.7529793418943882,0.9765316918492317,0.9559331595325247,0.9709443943761004
0.1234935438260436,0.7710597366094589,0.7391134835779667,0.9759561121463776,0.9537951158812975,0.9711627264585
0.1234935438260436,0.7710597366094589,0.7391134835779667,0.9759561121463776,0.9537951158812975,0.9711627264585
0.11979239899665117,0.7797318622469902,0.6903423592448235,0.9782543443143368,0.9489274673351823,0.9719865289802707
0.11979239899665117,0.7797318622469902,0.6903423592448235,0.9782543443143368,0.9489274673351823,0.9719865289802707
0.11873121396638453,0.7766415886580944,0.7584667913615704,0.9757069572806358,0.9538424523881067,0.9740177846478365
0.11873121396638453,0.7766415886580944,0.7584667913615704,0.9757069572806358,0.9538424523881067,0.9740177846478365
0.12355411844328046,0.7738026306033134,0.7115996517241001,0.9771720543503761,0.9509984800084896,0.9732239766293991
0.12355411844328046,0.7738026306033134,0.7115996517241001,0.9771720543503761,0.9509984800084896,0.9732239766293991
0.11818941542878747,0.7761494815349579,0.7231544945389032,0.97690824046731,0.9507042972760745,0.9748325190639483
0.11818941542878747,0.7761494815349579,0.7231544945389032,0.97690824046731,0.9507042972760745,0.9748325190639483
0.11833576066419482,0.7811526581645012,0.7192643545567989,0.977849617600441,0.9537187552031303,0.9752224476072757
0.11833576066419482,0.7811526581645012,0.7192643545567989,0.977849617600441,0.9537187552031303,0.9752224476072757
0.12261153478175402,0.7836343087255955,0.705631336197257,0.978799145668745,0.952957800039587,0.9739166403924118
0.12261153478175402,0.7836343087255955,0.705631336197257,0.978799145668745,0.952957800039587,0.9739166403924118
0.1152563407085836,0.788702342659235,0.7406082935631275,0.9778715334832668,0.9526730305555989,0.9762520263728415
0.1152563407085836,0.788702342659235,0.7406082935631275,0.9778715334832668,0.9526730305555989,0.9762520263728415
0.12136484077200294,0.7658073045313358,0.7587061077356339,0.9739318676292896,0.9479625173817068,0.975698871927656
0.12136484077200294,0.7658073045313358,0.7587061077356339,0.9739318676292896,0.9479625173817068,0.975698871927656
0.11446463828906417,0.7503286823630333,0.7640237621963024,0.9715079180896282,0.9505448483265866,0.9765973119344641
0.11446463828906417,0.7503286823630333,0.7640237621963024,0.9715079180896282,0.9505448483265866,0.9765973119344641
0.12138343276455998,0.7898685187101364,0.7338648177683353,0.9779899008572102,0.9529040386967632,0.974989467046504
0.12138343276455998,0.7898685187101364,0.7338648177683353,0.9779899008572102,0.9529040386967632,0.974989467046504
0.11658977926708758,0.8032531999051571,0.7365449257194996,0.9797677919268608,0.9544816116500687,0.9773806567540647
0.11658977926708758,0.8032531999051571,0.7365449257194996,0.9797677919268608,0.9544816116500687,0.9773806567540647
0.1174897188320756,0.7863639555871487,0.7418923750519753,0.9774495624005795,0.9532276246160525,0.97584117143184
0.1174897188320756,0.7863639555871487,0.7418923750519753,0.9774495624005795,0.9532276246160525,0.97584117143184
0.12168841250240803,0.7942089401185513,0.7414128556847572,0.9787078835070133,0.9557345978403107,0.9761990128320671
0.12168841250240803,0.7942089401185513,0.7414128556847572,0.9787078835070133,0.9557345978403107,0.9761990128320671
0.11979937786236405,0.809905331581831,0.7152339294552803,0.9808540865778923,0.9514565489035706,0.9762813233295852
0.11979937786236405,0.809905331581831,0.7152339294552803,0.9808540865778923,0.9514565489035706,0.9762813233295852
0.12235215213149786,0.7660149186849594,0.7641655579209328,0.9739258512854576,0.9499643947090236,0.978287816093237
0.12235215213149786,0.7660149186849594,0.7641655579209328,0.9739258512854576,0.9499643947090236,0.978287816093237
0.1253078067675233,0.7777289152145386,0.7208425775170326,0.9766009263694286,0.950075207615735,0.9758997653453274
0.1253078067675233,0.7777289152145386,0.7208425775170326,0.9766009263694286,0.950075207615735,0.9758997653453274
0.12632459169253707,0.7717448621988297,0.7491518221795559,0.9747221991419792,0.9509906903534834,0.9754142729192883
0.12632459169253707,0.7717448621988297,0.7491518221795559,0.9747221991419792,0.9509906903534834,0.9754142729192883
0.1243789759464562,0.7774666473269463,0.7420071959495544,0.9761026427149773,0.9485629206676569,0.9765715027106661
0.1243789759464562,0.7774666473269463,0.7420071959495544,0.9761026427149773,0.9485629206676569,0.9765715027106661
0.1300056609325111,0.7970356233417988,0.7296548597514629,0.9789323136210442,0.9499323020458272,0.975662599505021
0.1300056609325111,0.7970356233417988,0.7296548597514629,0.9789323136210442,0.9499323020458272,0.975662599505021
0.12680443190038204,0.7670089788734913,0.7839972153306007,0.9732483997941017,0.9515623255596399,0.9759904464019152
0.12680443190038204,0.7670089788734913,0.7839972153306007,0.9732483997941017,0.9515623255596399,0.9759904464019152
0.13378796400502324,0.7753251902759075,0.7480114214122295,0.9755343347787857,0.946627772916103,0.9737359758258255
0.13378796400502324,0.7753251902759075,0.7480114214122295,0.9755343347787857,0.946627772916103,0.9737359758258255
0.12702067429199815,0.7877567894756794,0.7421884909272194,0.9773407392203808,0.9513198867105117,0.975790250530833
0.12702067429199815,0.7877567894756794,0.7421884909272194,0.9773407392203808,0.9513198867105117,0.975790250530833
0.13259466807357967,0.765079066157341,0.7598079741001129,0.9737860150635242,0.9493050753499973,0.9754728668327758
0.13259466807357967,0.765079066157341,0.7598079741001129,0.9737860150635242,0.9493050753499973,0.9754728668327758
0.1357439560815692,0.7893858700990677,0.7434799261391163,0.9772853627800941,0.9495682400824002,0.9752998752786699
0.1357439560815692,0.7893858700990677,0.7434799261391163,0.9772853627800941,0.9495682400824002,0.9752998752786699
0.13258511014282703,0.7894690632820129,0.7579293474555016,0.9770335257053375,0.952402105435797,0.9750836358360375
0.13258511014282703,0.7894690632820129,0.7579293474555016,0.9770335257053375,0.952402105435797,0.9750836358360375
0.13431318057700992,0.794772382825613,0.7531403936445713,0.9784089811146259,0.9544508766515604,0.9758620978295142
0.13431318057700992,0.794772382825613,0.7531403936445713,0.9784089811146259,0.9544508766515604,0.9758620978295142
0.13854748150333762,0.7594948448240757,0.7545004077255726,0.9737538062036037,0.951246636230523,0.974632323192866
0.13854748150333762,0.7594948448240757,0.7545004077255726,0.9737538062036037,0.951246636230523,0.974632323192866
